"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0090497","GO:0090497","mesenchymal cell migration","32/7300","59/18888",0.542372881355932,1.40333410726724,2.46272548148947,0.0107263217368464,0.0521138752929546,0.0360067355525959,"2335/7291/1947/8829/6405/998/10509/64218/90/1000/10371/65979/10501/1909/6899/2066/9723/57715/55698/8828/10512/5979/30812/1908/54910/1910/56920/3911/2348/10507/57556/6663",32
"GO:0032456","GO:0032456","endocytic recycling","46/7300","90/18888",0.511111111111111,1.32244748858447,2.43367795292457,0.0107324449544736,0.0521138752929546,0.0360067355525959,"10123/10079/54918/30846/4218/8723/382/84162/11267/30844/55275/6653/8674/11021/9912/65009/160622/79778/9495/5872/23339/10807/57020/84440/157680/6293/22853/163486/56850/30845/28952/11149/738/9784/25930/81609/57182/57554/80852/9727/51375/57724/23513/22876/7260/143187",46
"GO:0032945","GO:0032945","negative regulation of mononuclear cell proliferation","46/7300","90/18888",0.511111111111111,1.32244748858447,2.43367795292457,0.0107324449544736,0.0521138752929546,0.0360067355525959,"836/259307/2615/2302/29126/2213/80380/57045/2064/6664/8764/10385/6522/23240/5074/11314/8379/10457/4067/3559/5322/8654/10859/3135/3123/64844/7305/1378/84868/4332/472/5621/1051/695/5777/11006/3965/942/3133/6693/11146/51043/23513/3635/64115/53833",46
"GO:0034340","GO:0034340","response to type I interferon","46/7300","90/18888",0.511111111111111,1.32244748858447,2.43367795292457,0.0107324449544736,0.0521138752929546,0.0360067355525959,"8772/10410/51441/6772/6672/5771/4615/79594/9759/3455/84166/64135/54502/10010/4939/9755/9636/5770/340061/10581/4599/3665/9641/29110/389856/26065/3654/6472/4940/8519/7474/117854/3661/3454/4938/11140/26058/29883/7187/5777/5781/90933/253943/81844/6609/23170",46
"GO:0034644","GO:0034644","cellular response to UV","46/7300","90/18888",0.511111111111111,1.32244748858447,2.43367795292457,0.0107324449544736,0.0521138752929546,0.0360067355525959,"7076/4318/10714/5111/9212/55872/5424/51776/993/1396/4313/581/83695/578/51499/4193/358/8692/545/90427/23028/611/1432/10856/440275/54929/1643/56160/5429/400410/468/26155/94241/5295/8451/7157/4311/4157/4239/57646/2067/6609/842/2033/9683/8372",46
"GO:1903321","GO:1903321","negative regulation of protein modification by small protein conjugation or removal","46/7300","90/18888",0.511111111111111,1.32244748858447,2.43367795292457,0.0107324449544736,0.0521138752929546,0.0360067355525959,"4085/26271/857/4092/2729/10459/151636/408/7128/1407/10362/11338/6737/54984/10253/27018/56271/84707/9636/11261/8864/84875/706/6135/51547/5582/6201/64844/5581/575/8878/55859/3304/54552/51035/23251/3303/123879/5970/374969/1499/5478/10401/59343/819/9683",46
"GO:0006606","GO:0006606","protein import into nucleus","77/7300","161/18888",0.478260869565217,1.23745086360929,2.4015479547895,0.0107346376193992,0.0521138752929546,0.0360067355525959,"1894/3838/983/2316/1408/79902/23649/602/79711/6774/8841/57122/53371/23636/4000/7545/55027/1434/120892/5901/1871/284/8692/10155/9478/23511/11261/3837/5530/6396/9688/6788/5371/3728/1432/2737/3842/100101267/55198/4763/503542/80149/1994/8878/51684/9972/3621/5534/9631/5295/84220/729540/23435/948/3059/727851/653489/7157/9883/10628/56478/5743/7040/3786/10073/4928/84455/7341/8882/6850/55612/5469/2033/7249/23633/26953/3840",77
"GO:0002562","GO:0002562","somatic diversification of immune receptors via germline recombination within a single locus","37/7300","70/18888",0.528571428571429,1.36762426614481,2.44571099192324,0.010857758111538,0.0525996805615735,0.0363423901501265,"9156/23529/3148/64332/2956/10538/22976/7374/10459/4436/79915/23075/940/121260/51010/7037/112441434/54537/7518/10039/78996/200558/51176/472/5788/79840/30009/4292/7040/6929/118460/64421/5395/7158/2067/5423/6778",37
"GO:0016444","GO:0016444","somatic cell DNA recombination","37/7300","70/18888",0.528571428571429,1.36762426614481,2.44571099192324,0.010857758111538,0.0525996805615735,0.0363423901501265,"9156/23529/3148/64332/2956/10538/22976/7374/10459/4436/79915/23075/940/121260/51010/7037/112441434/54537/7518/10039/78996/200558/51176/472/5788/79840/30009/4292/7040/6929/118460/64421/5395/7158/2067/5423/6778",37
"GO:0001704","GO:0001704","formation of primary germ layer","64/7300","131/18888",0.488549618320611,1.26407194395064,2.40721509490412,0.0108678395113046,0.0525996805615735,0.0363423901501265,"1290/4318/1295/2335/1284/1289/4323/3688/3678/3912/22943/3690/1291/3673/3675/4313/1847/1303/1969/6423/57045/3676/4838/3679/84913/4627/90/9241/2132/9095/6722/3624/2296/6615/3689/2303/7296/7473/3207/659/9555/3685/286204/2294/7474/51176/8324/2138/2260/2885/1843/1846/5566/1499/1301/9646/79577/3281/7481/6911/55614/8312/4324/4086",64
"GO:0010595","GO:0010595","positive regulation of endothelial cell migration","64/7300","131/18888",0.488549618320611,1.26407194395064,2.40721509490412,0.0108678395113046,0.0525996805615735,0.0363423901501265,"7422/301/3690/3162/8829/57381/3315/5606/7057/7114/2896/811/958/51564/2324/84913/6868/25865/284/4780/23328/5025/5578/2822/25960/6237/7264/54453/2303/64094/5294/2624/5170/5641/4846/116150/5291/80149/8828/388/498/6776/7474/6678/7424/2260/2113/5335/27286/5743/7040/100126351/6997/3791/1950/4233/54828/6667/9270/10000/2247/183/57608/7476",64
"GO:0030501","GO:0030501","positive regulation of bone mineralization","25/7300","44/18888",0.568181818181818,1.47011207970112,2.477877762175,0.0109499658104392,0.0528360812281831,0.0365057250823153,"4057/56975/55603/130497/196527/3491/90/2824/84059/51374/5764/7421/9636/240/659/650/93/7020/4745/6546/6257/6256/7480/154/54361",25
"GO:0035307","GO:0035307","positive regulation of protein dephosphorylation","25/7300","44/18888",0.568181818181818,1.47011207970112,2.477877762175,0.0109499658104392,0.0528360812281831,0.0365057250823153,"157313/3672/5725/5525/23141/1003/5159/23645/11314/26012/8440/65018/2629/255919/5788/801/945/808/7040/26051/5510/5478/6609/10395/23261",25
"GO:0045761","GO:0045761","regulation of adenylate cyclase activity","25/7300","44/18888",0.568181818181818,1.47011207970112,2.477877762175,0.0109499658104392,0.0528360812281831,0.0365057250823153,"84876/2740/2773/84059/1909/10487/2587/5032/729230/9495/776/4763/9568/2912/136/1394/56413/1816/8549/1910/59350/6786/57413/154/2913",25
"GO:0045840","GO:0045840","positive regulation of mitotic nuclear division","25/7300","44/18888",0.568181818181818,1.47011207970112,2.477877762175,0.0109499658104392,0.0528360812281831,0.0365057250823153,"991/6790/11065/9787/51203/3481/23636/9700/28984/5159/940/286053/51434/8877/25970/5925/1908/55512/3552/51433/9587/8697/51529/55023/1950",25
"GO:0016482","GO:0016482","cytosolic transport","67/7300","138/18888",0.485507246376812,1.25620011911852,2.39749059102802,0.0110658560614747,0.0533547349964801,0.0368640755019194,"150368/10079/64145/83874/347517/9905/23033/8218/10772/55275/51560/120892/55638/9779/84084/5071/58533/23258/55773/84910/23074/57533/9043/200576/547/51542/10652/7805/55062/8729/4133/8677/51479/1066/5987/338382/6293/27236/51026/54832/30845/738/9066/6860/1201/8499/1639/9179/9581/65977/9648/9980/9341/254122/79735/80148/63893/27147/26088/8938/6642/7260/374403/55614/143187/92241/25938",67
"GO:0090090","GO:0090090","negative regulation of canonical Wnt signaling pathway","70/7300","145/18888",0.482758620689655,1.24908833254606,2.38977223384874,0.011214694169625,0.0539977555684954,0.0373083539510135,"3485/115908/374946/22943/857/83786/3487/8323/1649/6591/219287/25937/100113407/6423/26524/152573/10459/3489/8321/4192/6478/9241/2487/55681/1000/4038/23240/1958/2735/10297/80114/5071/3065/6788/6424/8313/169200/1432/348/10856/2737/51339/1452/2309/1500/6662/650/9096/2010/256130/7474/23072/147111/8994/147906/84133/79960/5800/6934/55593/324/1499/2719/55612/6422/388336/7481/6663/10146/8312",70
"GO:0030148","GO:0030148","sphingolipid biosynthetic process","53/7300","106/18888",0.5,1.29369863013699,2.40670362652247,0.0112162267078497,0.0539977555684954,0.0373083539510135,"7903/151742/7357/9334/29095/3491/8398/10690/142891/166929/1455/55750/25865/9215/259230/9218/91012/8877/8703/23410/8560/51495/51046/83723/5562/9200/171546/2629/30815/8707/27090/53947/29956/6489/6483/9375/338596/2055/124976/9331/340485/55627/64781/2583/401494/123099/6609/20/79993/10558/60481/80772/8869",53
"GO:0030278","GO:0030278","regulation of ossification","60/7300","122/18888",0.491803278688525,1.27249045587245,2.39653641145651,0.0112814099344096,0.0542704190026521,0.0374967437054379,"4057/56975/4256/7291/22943/55603/130497/1594/22856/4092/196527/3491/5167/10269/6664/4192/1893/90/166929/4038/2824/84059/51374/5734/5764/7421/10766/7704/2662/9636/5552/1230/240/1432/659/1901/5594/6662/4077/650/7474/93/4921/147111/860/7020/4745/1959/5781/6546/6257/359845/6256/7480/6422/154/54795/54361/100533183/5595",60
"GO:0072073","GO:0072073","kidney epithelium development","73/7300","152/18888",0.480263157894737,1.24263157894737,2.38379748092444,0.0113195105201846,0.0544124843324545,0.0375949000742098,"6382/3976/7422/182/255743/9953/10252/8826/130497/9653/5175/8842/2302/25937/1948/4092/6772/9356/3913/2297/28999/5420/25959/9241/4435/947/26508/358/9955/1909/3280/25789/3217/5311/2296/2131/2303/26249/3207/2737/9244/6092/80000/6662/650/8642/5979/2138/1497/793/2260/30812/79191/171023/64412/4643/170690/6495/1910/10413/5800/5914/38/3911/1499/2719/3611/6422/2247/54361/183/7481/4086",73
"GO:0001755","GO:0001755","neural crest cell migration","31/7300","57/18888",0.543859649122807,1.40718096611392,2.44358179873973,0.011341610083371,0.0544774765729241,0.0376398047834144,"2335/7291/1947/8829/6405/998/10509/64218/90/10371/65979/10501/1909/6899/2066/9723/57715/55698/8828/10512/5979/30812/1908/54910/1910/56920/3911/2348/10507/57556/6663",31
"GO:0031214","GO:0031214","biomineral tissue development","85/7300","180/18888",0.472222222222222,1.22182648401826,2.3734202558744,0.0113873517061199,0.0546558453014825,0.0377630440475058,"4015/4057/1278/1277/56975/4256/7291/26271/55603/6696/22904/1291/130497/1594/54829/5465/123041/6574/196527/2355/7071/9451/3491/5167/10269/1893/90/6522/166929/2824/84059/51374/5764/7421/9636/5552/6899/1230/240/8313/10312/249/659/1901/5745/4846/57419/5251/6662/4077/79176/468/650/93/4921/2260/340419/147111/860/79147/4488/7020/5744/4745/1051/55512/5743/7040/6546/5818/57560/2719/6257/6786/359845/6256/23462/7480/9270/154/54795/54361/100533183/7481/29887",85
"GO:0045824","GO:0045824","negative regulation of innate immune response","45/7300","88/18888",0.511363636363636,1.32310087173101,2.41123321879719,0.0114109561899178,0.0547146883569535,0.0378037001362258,"9212/710/9111/3428/11221/2896/51441/3106/2/3105/5771/84243/79594/7128/10906/3134/84166/6737/55646/9636/10859/3135/56833/1378/4940/84868/6223/54625/9958/4938/26058/29883/10225/7040/7301/23220/5468/3965/55061/253943/3133/8815/3824/23170/1398",45
"GO:0002691","GO:0002691","regulation of cellular extravasation","24/7300","42/18888",0.571428571428571,1.47851272015656,2.46403694799502,0.0114599268527162,0.0547146883569535,0.0378037001362258,"83483/683/80310/3383/8772/23236/101/3676/3554/10690/4192/2650/5734/613/729230/9435/83692/10894/83700/6387/11035/5724/9750/2526",24
"GO:0009262","GO:0009262","deoxyribonucleotide metabolic process","24/7300","42/18888",0.571428571428571,1.47851272015656,2.46403694799502,0.0114599268527162,0.0547146883569535,0.0378037001362258,"6241/7298/1841/1806/7378/1890/6240/6996/7374/22978/79077/84618/8930/1716/4860/151531/252969/79661/6470/9615/129607/26289/30833/55270",24
"GO:0019692","GO:0019692","deoxyribose phosphate metabolic process","24/7300","42/18888",0.571428571428571,1.47851272015656,2.46403694799502,0.0114599268527162,0.0547146883569535,0.0378037001362258,"6241/7298/1841/1806/7378/1890/6240/6996/7374/22978/79077/84618/8930/1716/4860/151531/252969/79661/6470/9615/129607/26289/30833/55270",24
"GO:0044319","GO:0044319","wound healing, spreading of cells","24/7300","42/18888",0.571428571428571,1.47851272015656,2.46403694799502,0.0114599268527162,0.0547146883569535,0.0378037001362258,"10630/1289/3688/3678/2316/977/3690/960/389/1861/84962/3491/94/1839/6868/23122/90102/3685/10979/4488/23671/55612/146206/7476",24
"GO:0072595","GO:0072595","maintenance of protein localization in organelle","24/7300","42/18888",0.571428571428571,1.47851272015656,2.46403694799502,0.0114599268527162,0.0547146883569535,0.0378037001362258,"11014/10945/580/3309/10956/10959/11015/6672/23345/7295/11079/706/5371/23568/3099/65018/83860/23353/79147/51141/8733/6500/585/25792",24
"GO:0090505","GO:0090505","epiboly involved in wound healing","24/7300","42/18888",0.571428571428571,1.47851272015656,2.46403694799502,0.0114599268527162,0.0547146883569535,0.0378037001362258,"10630/1289/3688/3678/2316/977/3690/960/389/1861/84962/3491/94/1839/6868/23122/90102/3685/10979/4488/23671/55612/146206/7476",24
"GO:0034765","GO:0034765","regulation of monoatomic ion transmembrane transport","156/7300","349/18888",0.446991404011461,1.15654433410527,2.34285597630148,0.0115167781371254,0.0548354976596337,0.0378871702022965,"4318/3688/6769/2316/81671/6588/3690/285966/2048/23704/857/3627/57817/967/8737/130497/10008/3767/117/4283/7114/1729/30818/196527/581/483/81/30819/246329/1193/130507/7225/9472/23171/6347/538/6373/578/1804/9943/2280/57190/79026/55800/2149/219527/5031/3783/57620/57338/3766/817/4067/53827/84502/5025/1909/7220/6327/5311/51185/844/2783/11261/5530/84959/782/3781/1520/5294/6548/477/5371/729230/9495/6000/10312/785/3746/2915/3773/776/5581/5170/53826/2905/5532/8787/3765/3764/5350/2946/10142/2903/3760/6844/2904/23630/3747/1535/53822/5999/2902/2539/8514/5534/57463/23072/7531/65268/783/10681/3064/3761/1908/5621/6330/2256/6717/5335/1394/85358/10971/3784/3787/5566/288/801/287/808/2257/5777/9001/40/6262/2859/781/6546/2259/3788/57628/6786/7341/5664/6622/54209/375346/388591/54106/154/2258/2332/10105/644139/91404/3762",156
"GO:0006687","GO:0006687","glycosphingolipid metabolic process","36/7300","68/18888",0.529411764705882,1.36979854955681,2.42464704348123,0.0115197722642443,0.0548354976596337,0.0378871702022965,"2717/7903/2720/285362/7357/9334/581/3074/10690/9215/4074/4758/8703/51046/5562/2629/3073/30815/8707/27090/53947/4669/6489/6483/3815/9375/10825/338596/129807/9331/64781/2583/6609/20/80772/8869",36
"GO:0045576","GO:0045576","mast cell activation","36/7300","68/18888",0.529411764705882,1.36979854955681,2.42464704348123,0.0115197722642443,0.0548354976596337,0.0378871702022965,"3598/5359/5819/8723/5880/2242/10666/8673/146722/30817/11314/4067/3937/6812/5294/3566/2624/6813/5170/57102/10814/2294/6571/136/3815/1268/399/695/10125/5777/284021/7462/3965/1113/6850/10397",36
"GO:0046847","GO:0046847","filopodium assembly","36/7300","68/18888",0.529411764705882,1.36979854955681,2.42464704348123,0.0115197722642443,0.0548354976596337,0.0378871702022965,"2048/8829/998/7046/382/50649/2823/54942/7043/139818/6722/1236/54874/9912/2596/26052/23500/84687/375790/5898/23433/6624/4651/5295/152273/9148/221178/1201/2039/26051/121512/57348/2332/117177/9750/91010",36
"GO:0099111","GO:0099111","microtubule-based transport","99/7300","213/18888",0.464788732394366,1.2025930928034,2.36005871579009,0.0115624451992628,0.0549973985133476,0.0379990314137808,"24137/636/89891/5813/22906/3315/7275/7846/79989/998/55686/1778/345895/51098/28981/403/63915/51668/667/55638/8481/8701/54820/84709/4137/11127/10239/55081/55764/23162/79036/547/4130/23095/119032/22820/23059/4133/5048/57662/1740/23291/25981/388389/8409/79443/118426/8546/25893/79864/6780/25999/5590/8636/8120/63971/2319/57539/23353/3064/79659/1201/11020/199953/4976/1780/10125/83538/7014/9001/4744/4117/64792/4747/150737/57560/10128/22994/53340/27148/1770/92558/30850/161582/6687/55330/150082/6647/23557/10013/3281/9638/50632/200162/57728/255758/56912/55172/51057",99
"GO:0010635","GO:0010635","regulation of mitochondrial fusion","9/7300","12/18888",0.75,1.94054794520548,2.58675474622664,0.0118226324669302,0.0557340134855283,0.0385079764952643,"79594/10493/7037/5071/55022/10075/57143/201164/115209",9
"GO:0019471","GO:0019471","4-hydroxyproline metabolic process","9/7300","12/18888",0.75,1.94054794520548,2.58675474622664,0.0118226324669302,0.0557340134855283,0.0385079764952643,"5034/112817/54583/5033/8974/112398/54681/283208/112399",9
"GO:0030397","GO:0030397","membrane disassembly","9/7300","12/18888",0.75,1.94054794520548,2.58675474622664,0.0118226324669302,0.0557340134855283,0.0385079764952643,"5347/10783/7443/5578/545/5048/5579/23175/1639",9
"GO:0033235","GO:0033235","positive regulation of protein sumoylation","9/7300","12/18888",0.75,1.94054794520548,2.58675474622664,0.0118226324669302,0.0557340134855283,0.0385079764952643,"79594/9759/8554/10055/54472/26354/10401/51588/405",9
"GO:0036490","GO:0036490","regulation of translation in response to endoplasmic reticulum stress","9/7300","12/18888",0.75,1.94054794520548,2.58675474622664,0.0118226324669302,0.0557340134855283,0.0385079764952643,"10959/9451/23645/83667/8440/1981/440275/5611/1654",9
"GO:0050655","GO:0050655","dermatan sulfate proteoglycan metabolic process","9/7300","12/18888",0.75,1.94054794520548,2.58675474622664,0.0118226324669302,0.0557340134855283,0.0385079764952643,"3074/55790/29940/113189/3423/3073/26229/55454/92126",9
"GO:0062042","GO:0062042","regulation of cardiac epithelial to mesenchymal transition","9/7300","12/18888",0.75,1.94054794520548,2.58675474622664,0.0118226324669302,0.0557340134855283,0.0385079764952643,"182/7042/7291/2022/7046/90/9241/7048/2013",9
"GO:0090435","GO:0090435","protein localization to nuclear envelope","9/7300","12/18888",0.75,1.94054794520548,2.58675474622664,0.0118226324669302,0.0557340134855283,0.0385079764952643,"4001/84823/5347/53371/4000/55726/10430/9631/26092",9
"GO:0097067","GO:0097067","cellular response to thyroid hormone stimulus","9/7300","12/18888",0.75,1.94054794520548,2.58675474622664,0.0118226324669302,0.0557340134855283,0.0385079764952643,"1514/2729/1508/7068/2730/1520/5962/5469/1512",9
